year,month,day,site,mpa,observer,transect,common_name,sizeclass,count,fish_spp,common_family,foodweb,a,b,biomass,density,Site_Name
1999,NA,NA,Mixing Bowl,Inside ,NA,9,French Angelfish,5,2,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,11.48622,0.066666667,Sailfin Miniwall
1999,NA,NA,Nancy's,Inside ,NA,6,French Angelfish,30,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,1154.7155,0.033333333,Paul's Anchor
1999,NA,NA,Nancy's,Inside ,NA,10,French Angelfish,5,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,5.74311,0.033333333,Paul's Anchor
1999,NA,NA,Nancy's,Inside ,NA,10,French Angelfish,30,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,1154.7155,0.033333333,Paul's Anchor
1999,NA,NA,Pauls Anchors,Inside ,NA,8,French Angelfish,20,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,347.73217,0.033333333,Paul's Anchor
1999,NA,NA,Pauls Anchors,Inside ,NA,9,French Angelfish,20,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,347.73217,0.033333333,Paul's Anchor
1999,NA,NA,Sailfin,Outside,NA,1,French Angelfish,10,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,44.68853,0.033333333,Sailfin Reef
1999,NA,NA,Sailfin,Outside,NA,6,French Angelfish,20,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,347.73217,0.033333333,Sailfin Reef
1999,NA,NA,West Point,Outside,NA,3,French Angelfish,20,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,347.73217,0.033333333,West Point
2006,NA,NA,Nancy's,Inside ,NA,9,French Angelfish,40,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,2705.7873,0.033333333,Paul's Anchor
2006,NA,NA,Snapshot,Outside,NA,4,French Angelfish,30,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,1154.7155,0.033333333,Snap Shot
2009,NA,NA,Coral City,Outside,NA,9,French Angelfish,20,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,347.73217,0.033333333,Coral City
2009,NA,NA,Pauls Anchors,Inside ,NA,2,French Angelfish,10,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,44.68853,0.033333333,Paul's Anchor
2009,NA,NA,Pauls Anchors,Inside ,NA,3,French Angelfish,20,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,347.73217,0.033333333,Paul's Anchor
2009,NA,NA,Snapshot,Outside,NA,2,French Angelfish,20,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,347.73217,0.033333333,Snap Shot
2009,NA,NA,Snapshot,Outside,NA,2,French Angelfish,30,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,1154.7155,0.033333333,Snap Shot
2009,NA,NA,Snapshot,Outside,NA,3,French Angelfish,30,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,1154.7155,0.033333333,Snap Shot
2012,NA,NA,Grundy's Gardens,Inside ,NA,5,French Angelfish,40,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,2705.7873,0.033333333,Grundy's Gardens
2012,NA,NA,West Point,Outside,NA,2,French Angelfish,40,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,2705.7873,0.033333333,West Point
2013,NA,NA,Joy's Joy,Outside,NA,2,French Angelfish,40,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,2705.7873,0.033333333,Joy's Joy
2013,NA,NA,Mixing Bowl,Inside ,NA,5,French Angelfish,40,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,2705.7873,0.033333333,Sailfin Miniwall
2013,NA,NA,Mixing Bowl,Inside ,NA,8,French Angelfish,40,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,2705.7873,0.033333333,Sailfin Miniwall
2014,NA,NA,Jigsaw,Outside,NA,8,French angelfish,30,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,1154.7155,0.033333333,Jigsaw Puzzle
2014,NA,NA,Joy's Joy,Outside,NA,10,French angelfish,20,1,Pomacanthus paru,Angelfish,Omnivore,0.049,2.96,347.73217,0.033333333,Joy's Joy
2014,NA,NA,Sailfin,Outside,NA,8,Gray Angelfish,10,1,Pomacanthus arcuatus,Angelfish,Omnivore,0.03548,2.9,28.18277,0.033333333,Sailfin Reef
2006,NA,NA,Mixing Bowl,Inside ,NA,8,Gray Angelfish,40,1,Pomacanthus arcuatus,Angelfish,Omnivore,0.03548,2.9,1570.20945,0.033333333,Sailfin Miniwall
2006,NA,NA,West Point,Outside,NA,9,Gray Angelfish,40,1,Pomacanthus arcuatus,Angelfish,Omnivore,0.03548,2.9,1570.20945,0.033333333,West Point
2007,NA,NA,Joy's Joy,Outside,NA,2,Gray Angelfish,40,1,Pomacanthus arcuatus,Angelfish,Omnivore,0.03548,2.9,1570.20945,0.033333333,Joy's Joy
2007,NA,NA,Nancy's,Inside ,NA,6,Gray Angelfish,50,1,Pomacanthus arcuatus,Angelfish,Omnivore,0.03548,2.9,2999.1392,0.033333333,Paul's Anchor
2014,NA,NA,Meadows,Inside ,NA,6,Queen angelfish,40,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,1361.10602,0.033333333,The Meadows
2014,NA,NA,Meadows,Inside ,NA,6,Queen angelfish,40,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,1361.10602,0.033333333,The Meadows
2014,NA,NA,Snapshot,Outside,NA,9,Queen angelfish,20,2,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,369.79034,0.066666667,Snap Shot
1999,NA,NA,Grundy's Gardens,Inside ,NA,2,Queen Angelfish,40,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,1361.10602,0.033333333,Grundy's Gardens
1999,NA,NA,Joy's Joy,Outside,NA,14,Queen Angelfish,50,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,2588.16997,0.033333333,Joy's Joy
1999,NA,NA,Meadows,Inside ,NA,8,Queen Angelfish,30,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,594.38576,0.033333333,The Meadows
1999,NA,NA,Mixing Bowl,Inside ,NA,7,Queen Angelfish,50,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,2588.16997,0.033333333,Sailfin Miniwall
2009,NA,NA,Grundy's Gardens,Inside ,NA,4,Queen Angelfish,50,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,2588.16997,0.033333333,Grundy's Gardens
2009,NA,NA,Jigsaw,Outside,NA,1,Queen Angelfish,30,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,594.38576,0.033333333,Jigsaw Puzzle
2009,NA,NA,Meadows,Inside ,NA,7,Queen Angelfish,30,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,594.38576,0.033333333,The Meadows
2009,NA,NA,Meadows,Inside ,NA,7,Queen Angelfish,40,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,1361.10602,0.033333333,The Meadows
2009,NA,NA,Sailfin,Outside,NA,2,Queen Angelfish,40,1,Holacanthus ciliaris,Angelfish,Omnivore,0.03311,2.88,1361.10602,0.033333333,Sailfin Reef
2014,NA,NA,Mixing Bowl,Inside ,NA,9,Rock beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Sailfin Miniwall
2014,NA,NA,Sailfin,Outside,NA,1,Rock beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Sailfin Reef
2014,NA,NA,Sailfin,Outside,NA,2,Rock beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Sailfin Reef
2014,NA,NA,Snapshot,Outside,NA,4,Rock beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Snap Shot
2014,NA,NA,West Point,Outside,NA,5,Rock beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,West Point
2015,NA,NA,Coral City,Outside,NA,8,Rock beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Coral City
2015,NA,NA,Grundy's Gardens,Inside ,NA,3,Rock beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Grundy's Gardens
1999,NA,NA,Coral City,Outside,NA,4,Rock Beauty Angelfish,40,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,1761.59054,0.033333333,Coral City
1999,NA,NA,Coral City,Outside,NA,11,Rock Beauty Angelfish,30,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,753.93811,0.033333333,Coral City
1999,NA,NA,Lucas Ledge,Outside,NA,1,Rock Beauty Angelfish,30,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,753.93811,0.033333333,Luca's Ledges
1999,NA,NA,Lucas Ledge,Outside,NA,7,Rock Beauty Angelfish,30,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,753.93811,0.033333333,Luca's Ledges
1999,NA,NA,Mixing Bowl,Inside ,NA,7,Rock Beauty Angelfish,40,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,1761.59054,0.033333333,Sailfin Miniwall
1999,NA,NA,West Point,Outside,NA,4,Rock Beauty Angelfish,40,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,1761.59054,0.033333333,West Point
2006,NA,NA,Jigsaw,Outside,NA,1,Rock Beauty Angelfish,30,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,753.93811,0.033333333,Jigsaw Puzzle
2006,NA,NA,Jigsaw,Outside,NA,6,Rock Beauty Angelfish,20,2,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,455.92822,0.066666667,Jigsaw Puzzle
2006,NA,NA,Jigsaw,Outside,NA,7,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Jigsaw Puzzle
2006,NA,NA,Jigsaw,Outside,NA,8,Rock Beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,Jigsaw Puzzle
2006,NA,NA,Jigsaw,Outside,NA,8,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Jigsaw Puzzle
2006,NA,NA,Jigsaw,Outside,NA,10,Rock Beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,Jigsaw Puzzle
2006,NA,NA,Jigsaw,Outside,NA,10,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Jigsaw Puzzle
2006,NA,NA,Joy's Joy,Outside,NA,8,Rock Beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,Joy's Joy
2006,NA,NA,Joy's Joy,Outside,NA,8,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Joy's Joy
2006,NA,NA,Meadows,Inside ,NA,6,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,The Meadows
2006,NA,NA,Pauls Anchors,Inside ,NA,5,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Paul's Anchor
2006,NA,NA,Pauls Anchors,Inside ,NA,7,Rock Beauty Angelfish,20,2,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,455.92822,0.066666667,Paul's Anchor
2006,NA,NA,Sailfin,Outside,NA,3,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Sailfin Reef
2006,NA,NA,Sailfin,Outside,NA,6,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Sailfin Reef
2006,NA,NA,Sailfin,Outside,NA,6,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Sailfin Reef
2006,NA,NA,Sailfin,Outside,NA,9,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Sailfin Reef
2006,NA,NA,Sailfin,Outside,NA,10,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Sailfin Reef
2006,NA,NA,Snapshot,Outside,NA,9,Rock Beauty Angelfish,20,2,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,455.92822,0.066666667,Snap Shot
2006,NA,NA,West Point,Outside,NA,2,Rock Beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,West Point
2007,NA,NA,Blacktip Tunnels,Outside,NA,3,Rock Beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,Blacktip Blvd.
2007,NA,NA,Blacktip Tunnels,Outside,NA,4,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Blacktip Blvd.
2007,NA,NA,Blacktip Tunnels,Outside,NA,7,Rock Beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,Blacktip Blvd.
2007,NA,NA,Blacktip Tunnels,Outside,NA,10,Rock Beauty Angelfish,30,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,753.93811,0.033333333,Blacktip Blvd.
2007,NA,NA,Coral City,Outside,NA,4,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Coral City
2007,NA,NA,Jigsaw,Outside,NA,7,Rock Beauty Angelfish,10,2,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,59.00081,0.066666667,Jigsaw Puzzle
2007,NA,NA,Lucas Ledge,Outside,NA,10,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Luca's Ledges
2007,NA,NA,Pauls Anchors,Inside ,NA,4,Rock Beauty Angelfish,30,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,753.93811,0.033333333,Paul's Anchor
2007,NA,NA,Pauls Anchors,Inside ,NA,5,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Paul's Anchor
2007,NA,NA,Sailfin,Outside,NA,3,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Sailfin Reef
2007,NA,NA,Sailfin,Outside,NA,4,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Sailfin Reef
2007,NA,NA,West Point,Outside,NA,2,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,West Point
2007,NA,NA,West Point,Outside,NA,4,Rock Beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,West Point
2007,NA,NA,West Point,Outside,NA,4,Rock Beauty Angelfish,30,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,753.93811,0.033333333,West Point
2007,NA,NA,West Point,Outside,NA,5,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,West Point
2007,NA,NA,West Point,Outside,NA,6,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,West Point
2009,NA,NA,Grundy's Gardens,Inside ,NA,5,Rock Beauty Angelfish,40,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,1761.59054,0.033333333,Grundy's Gardens
2009,NA,NA,West Point,Outside,NA,9,Rock Beauty Angelfish,40,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,1761.59054,0.033333333,West Point
2009,NA,NA,West Point,Outside,NA,9,Rock Beauty Angelfish,40,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,1761.59054,0.033333333,West Point
2012,NA,NA,Coral City,Outside,NA,2,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Coral City
2012,NA,NA,Coral City,Outside,NA,10,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Coral City
2012,NA,NA,Grundy's Gardens,Inside ,NA,5,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Grundy's Gardens
2012,NA,NA,ICON,Inside ,NA,9,Rock Beauty Angelfish,5,2,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,7.63518,0.066666667,Icon
2012,NA,NA,Jigsaw,Outside,NA,2,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Jigsaw Puzzle
2012,NA,NA,Jigsaw,Outside,NA,2,Rock Beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,Jigsaw Puzzle
2012,NA,NA,Jigsaw,Outside,NA,3,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Jigsaw Puzzle
2012,NA,NA,Jigsaw,Outside,NA,5,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Jigsaw Puzzle
2012,NA,NA,Jigsaw,Outside,NA,7,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Jigsaw Puzzle
2012,NA,NA,Jigsaw,Outside,NA,8,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Jigsaw Puzzle
2012,NA,NA,Meadows,Inside ,NA,2,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,The Meadows
2012,NA,NA,Meadows,Inside ,NA,3,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,The Meadows
2012,NA,NA,Meadows,Inside ,NA,4,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,The Meadows
2012,NA,NA,Mixing Bowl,Inside ,NA,3,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Sailfin Miniwall
2012,NA,NA,Mixing Bowl,Inside ,NA,5,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Sailfin Miniwall
2012,NA,NA,Pauls Anchors,Inside ,NA,6,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Paul's Anchor
2012,NA,NA,Pauls Anchors,Inside ,NA,9,Rock Beauty Angelfish,10,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,29.50041,0.033333333,Paul's Anchor
2012,NA,NA,Sailfin,Outside,NA,1,Rock Beauty Angelfish,5,2,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,7.63518,0.066666667,Sailfin Reef
2012,NA,NA,Sailfin,Outside,NA,5,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Sailfin Reef
2012,NA,NA,Sailfin,Outside,NA,8,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Sailfin Reef
2012,NA,NA,Snapshot,Outside,NA,4,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Snap Shot
2012,NA,NA,Snapshot,Outside,NA,6,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Snap Shot
2013,NA,NA,Coral City,Outside,NA,1,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Coral City
2013,NA,NA,Grundy's Gardens,Inside ,NA,5,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Grundy's Gardens
2013,NA,NA,Jigsaw,Outside,NA,1,Rock Beauty Angelfish,5,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,3.81759,0.033333333,Jigsaw Puzzle
2013,NA,NA,Mixing Bowl,Inside ,NA,6,Rock Beauty Angelfish,20,1,Holacanthus tricolor,Angelfish,Omnivore,0.0331,2.95,227.96411,0.033333333,Sailfin Miniwall
2014,NA,NA,Coral City,Outside,NA,2,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,Coral City
2014,NA,NA,Grundy's Gardens,Inside ,NA,9,Great barracuda,40,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,589.86716,0.033333333,Grundy's Gardens
2014,NA,NA,ICON,Inside ,NA,4,Great barracuda,20,6,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,461.18723,0.2,Icon
2014,NA,NA,ICON,Inside ,NA,6,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,Icon
2014,NA,NA,Joy's Joy,Outside,NA,3,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,Joy's Joy
2014,NA,NA,Meadows,Inside ,NA,5,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,The Meadows
2014,NA,NA,Meadows,Inside ,NA,11,Great barracuda,40,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,589.86716,0.033333333,The Meadows
2014,NA,NA,Sailfin,Outside,NA,7,Great barracuda,20,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,76.86454,0.033333333,Sailfin Reef
2014,NA,NA,Sailfin,Outside,NA,9,Great barracuda,20,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,76.86454,0.033333333,Sailfin Reef
2014,NA,NA,West Point,Outside,NA,9,Great Barracuda,20,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,76.86454,0.033333333,West Point
2015,NA,NA,Grundy's Gardens,Inside ,NA,1,Great Barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,Grundy's Gardens
2017,NA,NA,Jigsaw,Outside,NA,9,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,Jigsaw Puzzle
2017,NA,NA,Pauls Anchors,Inside ,NA,3,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,Paul's Anchor
2018,NA,NA,Lucas Ledge,Outside,NA,4,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,Luca's Ledges
2018,NA,NA,Lucas Ledge,Outside,NA,13,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,Luca's Ledges
2018,NA,NA,West Point,Outside,NA,4,Great barracuda,50,2,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,2273.52455,0.066666667,West Point
2018,NA,NA,West Point,Outside,NA,5,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,West Point
2018,NA,NA,Blacktip Tunnels,Outside,NA,5,Great barracuda,40,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,589.86716,0.033333333,Blacktip Blvd.
2018,NA,NA,Meadows,Inside ,NA,7,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,The Meadows
2018,NA,NA,Joy's Joy,Outside,NA,10,Great barracuda,50,1,Sphyraena barracuda,Barracuda,Carnivore,0.0115,2.94,1136.76228,0.033333333,Joy's Joy
2014,NA,NA,Joy's Joy,Outside,NA,9,Spotted trunkfish,5,2,Lactophrys bicaudalis ,Boxfish,Omnivore,0.0589,2.82,11.0215,0.066666667,Joy's Joy
2014,NA,NA,Meadows,Inside ,NA,9,Spotted trunkfish,10,1,Lactophrys bicaudalis ,Boxfish,Omnivore,0.0589,2.82,38.91484,0.033333333,The Meadows
1999,NA,NA,Mixing Bowl,Inside ,NA,4,Banded butterflyfish,10,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,28.81866,0.033333333,Sailfin Miniwall
1999,NA,NA,West Point,Outside,NA,10,Banded butterflyfish,20,2,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,480.67939,0.066666667,West Point
2006,NA,NA,Grundy's Gardens,Inside ,NA,4,Banded butterflyfish,10,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,28.81866,0.033333333,Grundy's Gardens
2006,NA,NA,Jigsaw,Outside,NA,4,Banded butterflyfish,10,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,28.81866,0.033333333,Jigsaw Puzzle
2006,NA,NA,Joy's Joy,Outside,NA,1,Banded butterflyfish,10,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,28.81866,0.033333333,Joy's Joy
2006,NA,NA,Joy's Joy,Outside,NA,5,Banded butterflyfish,20,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,240.3397,0.033333333,Joy's Joy
2006,NA,NA,Joy's Joy,Outside,NA,6,Banded butterflyfish,10,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,28.81866,0.033333333,Joy's Joy
2006,NA,NA,Meadows,Inside ,NA,9,Banded butterflyfish,10,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,28.81866,0.033333333,The Meadows
2006,NA,NA,Mixing Bowl,Inside ,NA,1,Banded butterflyfish,20,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,240.3397,0.033333333,Sailfin Miniwall
2006,NA,NA,Mixing Bowl,Inside ,NA,7,Banded butterflyfish,10,2,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,57.63731,0.066666667,Sailfin Miniwall
2006,NA,NA,Nancy's,Inside ,NA,6,Banded butterflyfish,20,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,240.3397,0.033333333,Paul's Anchor
2006,NA,NA,Nancy's,Inside ,NA,7,Banded butterflyfish,10,1,Chaetodon striatus,Butterflyfish,Corallivore,0.0251,3.06,28.81866,0.033333333,Paul's Anchor
