"","X","Year","Month","Day","Site","Depth","Transect","Observer","Species_Code","Coral_genus","Coral_spp","length","width","height","coral_SA","Site_Name"
"197",197,"1999",NA,NA,"Coral City",8,1,"BR","OFAV","Orbicella","faveolata",100,NA,90,28274.3338823081,"Coral City"
"198",198,"1999",NA,NA,"Coral City",8,1,"BR","OANN","Orbicella","annularis",110,NA,60,20734.5115136926,"Coral City"
"199",199,"1999",NA,NA,"Coral City",8,1,"BR","OANN","Orbicella","annularis",140,NA,60,26389.3782901543,"Coral City"
"200",200,"1999",NA,NA,"Coral City",8,1,"BR","OANN","Orbicella","annularis",100,NA,60,18849.5559215388,"Coral City"
"201",201,"1999",NA,NA,"Coral City",8,1,"BR","OANN","Orbicella","annularis",100,NA,50,15707.963267949,"Coral City"
"202",202,"1999",NA,NA,"Coral City",8,1,"BR","OANN","Orbicella","annularis",90,NA,40,11309.7335529233,"Coral City"
"203",203,"1999",NA,NA,"Coral City",8,1,"BR","MILL","Millepora",NA,100,NA,80,25132.7412287183,"Coral City"
"204",204,"1999",NA,NA,"Coral City",8,1,"BR","OANN","Orbicella","annularis",25,NA,20,1570.7963267949,"Coral City"
"205",205,"1999",NA,NA,"Coral City",8,1,"BR","APAL","Acropora","palmata",160,NA,100,50265.4824574367,"Coral City"
"206",206,"1999",NA,NA,"Coral City",10,1,"BR","APAL","Acropora","palmata",130,NA,20,8168.14089933346,"Coral City"
"207",207,"1999",NA,NA,"Coral City",10,2,"BR","OFAV","Orbicella","faveolata",40,NA,30,3769.91118430775,"Coral City"
"208",208,"1999",NA,NA,"Coral City",10,2,"BR","OFAV","Orbicella","faveolata",130,NA,70,28588.4931476671,"Coral City"
"209",209,"1999",NA,NA,"Coral City",10,2,"BR","AAGA","Agaricia","agaricites",30,NA,10,942.477796076938,"Coral City"
"210",210,"1999",NA,NA,"Coral City",10,2,"BR","AAGA","Agaricia","agaricites",40,NA,20,2513.27412287183,"Coral City"
"211",211,"1999",NA,NA,"Coral City",10,2,"BR","PSTR","Pseudodiploria","strigosa",25,NA,15,1178.09724509617,"Coral City"
"212",212,"1999",NA,NA,"Coral City",10,2,"BR","OANN","Orbicella","annularis",20,NA,10,628.318530717959,"Coral City"
"213",213,"1999",NA,NA,"Coral City",10,2,"BR","PPOR","Porites","porites",40,NA,10,1256.63706143592,"Coral City"
"214",214,"1999",NA,NA,"Coral City",10,2,"BR","APAL","Acropora","palmata",140,NA,100,43982.2971502571,"Coral City"
"215",215,"1999",NA,NA,"Coral City",10,2,"BR","APAL","Acropora","palmata",70,NA,80,17592.9188601028,"Coral City"
"216",216,"1999",NA,NA,"Coral City",10,2,"BR",NA,NA,NA,35,NA,25,2748.89357189107,"Coral City"
"217",217,"1999",NA,NA,"Coral City",12,3,"BR","PPOR","Porites","porites",50,NA,20,3141.59265358979,"Coral City"
"218",218,"1999",NA,NA,"Coral City",12,3,"BR","OFAV","Orbicella","faveolata",120,NA,100,37699.1118430775,"Coral City"
"219",219,"1999",NA,NA,"Coral City",12,3,"BR","OANN","Orbicella","annularis",30,NA,20,1884.95559215388,"Coral City"
"220",220,"1999",NA,NA,"Coral City",12,3,"BR","OANN","Orbicella","annularis",25,NA,15,1178.09724509617,"Coral City"
"221",221,"1999",NA,NA,"Coral City",12,3,"BR","PPOR","Porites","porites",30,NA,20,1884.95559215388,"Coral City"
"222",222,"1999",NA,NA,"Coral City",12,3,"BR","OFRA","Orbicella","franksi",40,NA,50,6283.18530717959,"Coral City"
"223",223,"1999",NA,NA,"Coral City",12,3,"BR","OFRA","Orbicella","franksi",90,NA,40,11309.7335529233,"Coral City"
"224",224,"1999",NA,NA,"Coral City",12,3,"BR","OANN","Orbicella","annularis",30,NA,10,942.477796076938,"Coral City"
"225",225,"1999",NA,NA,"Coral City",12,3,"BR","OANN","Orbicella","annularis",30,NA,10,942.477796076938,"Coral City"
"226",226,"1999",NA,NA,"Coral City",9,4,"BR","APAL","Acropora","palmata",240,NA,120,90477.868423386,"Coral City"
"227",227,"1999",NA,NA,"Coral City",9,4,"BR","MILL","Millepora",NA,30,NA,20,1884.95559215388,"Coral City"
"228",228,"1999",NA,NA,"Coral City",9,4,"BR","MCAV","Montastraea","cavernosa",30,NA,20,1884.95559215388,"Coral City"
"229",229,"1999",NA,NA,"Coral City",9,4,"BR","AAGA","Agaricia","agaricites",35,NA,20,2199.11485751285,"Coral City"
"230",230,"1999",NA,NA,"Coral City",9,4,"BR","OANN","Orbicella","annularis",50,NA,40,6283.18530717959,"Coral City"
"231",231,"1999",NA,NA,"Coral City",9,4,"BR","PPOR","Porites","porites",50,NA,20,3141.59265358979,"Coral City"
"232",232,"1999",NA,NA,"Coral City",9,4,"BR","APAL","Acropora","palmata",300,NA,150,141371.669411541,"Coral City"
"233",233,"1999",NA,NA,"Coral City",9,4,"BR","PAST","Porites","astreoides",30,NA,20,1884.95559215388,"Coral City"
"234",234,"1999",NA,NA,"Coral City",9,4,"BR","EFAS","Eusmilia","fastigiata",30,NA,10,942.477796076938,"Coral City"
"235",235,"1999",NA,NA,"Coral City",9,4,"BR","APAL","Acropora","palmata",90,NA,60,16964.6003293849,"Coral City"
"236",236,"1999",NA,NA,"Coral City",9,5,"BR","OFAV","Orbicella","faveolata",120,NA,100,37699.1118430775,"Coral City"
"237",237,"1999",NA,NA,"Coral City",9,5,"BR","PPOR","Porites","porites",40,NA,30,3769.91118430775,"Coral City"
"238",238,"1999",NA,NA,"Coral City",9,5,"BR","PPOR","Porites","porites",30,NA,10,942.477796076938,"Coral City"
"239",239,"1999",NA,NA,"Coral City",9,5,"BR","AAGA","Agaricia","agaricites",30,NA,20,1884.95559215388,"Coral City"
"240",240,"1999",NA,NA,"Coral City",9,5,"BR","AAGA","Agaricia","agaricites",30,NA,20,1884.95559215388,"Coral City"
"241",241,"1999",NA,NA,"Coral City",9,5,"BR","OFAV","Orbicella","faveolata",100,NA,100,31415.9265358979,"Coral City"
"242",242,"1999",NA,NA,"Coral City",9,5,"BR","OANN","Orbicella","annularis",50,NA,40,6283.18530717959,"Coral City"
"243",243,"1999",NA,NA,"Coral City",9,5,"BR","CNAT","Colpophyllia","natans",60,NA,30,5654.86677646163,"Coral City"
"244",244,"1999",NA,NA,"Coral City",9,5,"BR","OANN","Orbicella","annularis",30,NA,10,942.477796076938,"Coral City"
"245",245,"1999",NA,NA,"Coral City",9,5,"BR","OANN","Orbicella","annularis",30,NA,20,1884.95559215388,"Coral City"
"246",246,"1999",NA,NA,"Coral City",9,5,"BR","APAL","Acropora","palmata",90,NA,80,22619.4671058465,"Coral City"
"247",247,"1999",NA,NA,"Coral City",9.5,6,"CK","OANN","Orbicella","annularis",28,NA,35,3078.760800518,"Coral City"
"248",248,"1999",NA,NA,"Coral City",9.5,6,"CK","OFAV","Orbicella","faveolata",65,NA,70,14294.2465738336,"Coral City"
"249",249,"1999",NA,NA,"Coral City",9.5,6,"CK","PSTR","Pseudodiploria","strigosa",40,NA,35,4398.22971502571,"Coral City"
"250",250,"1999",NA,NA,"Coral City",9.5,6,"CK","PSTR","Pseudodiploria","strigosa",40,NA,20,2513.27412287183,"Coral City"
"251",251,"1999",NA,NA,"Coral City",9.5,6,"CK","OANN","Orbicella","annularis",35,NA,25,2748.89357189107,"Coral City"
"252",252,"1999",NA,NA,"Coral City",9.5,6,"CK","OANN","Orbicella","annularis",30,NA,40,3769.91118430775,"Coral City"
"253",253,"1999",NA,NA,"Coral City",9.5,6,"CK","PSTR","Pseudodiploria","strigosa",35,NA,25,2748.89357189107,"Coral City"
"254",254,"1999",NA,NA,"Coral City",9.5,6,"CK","OFAV","Orbicella","faveolata",70,NA,30,6597.34457253857,"Coral City"
"255",255,"1999",NA,NA,"Coral City",9.5,6,"CK","PAST","Porites","astreoides",25,NA,20,1570.7963267949,"Coral City"
"256",256,"1999",NA,NA,"Coral City",9,7,"CK","MILL","Millepora",NA,70,NA,60,13194.6891450771,"Coral City"
"257",257,"1999",NA,NA,"Coral City",9,7,"CK","OANN","Orbicella","annularis",60,NA,35,6597.34457253857,"Coral City"
"258",258,"1999",NA,NA,"Coral City",9,7,"CK","OANN","Orbicella","annularis",50,NA,50,7853.98163397448,"Coral City"
"259",259,"1999",NA,NA,"Coral City",9,7,"CK","SSID","Siderastrea","siderea",40,NA,10,1256.63706143592,"Coral City"
"260",260,"1999",NA,NA,"Coral City",9,7,"CK","PSTR","Pseudodiploria","strigosa",35,NA,24,2638.93782901543,"Coral City"
"261",261,"1999",NA,NA,"Coral City",9,7,"CK","OANN","Orbicella","annularis",30,NA,30,2827.43338823081,"Coral City"
"262",262,"1999",NA,NA,"Coral City",9,7,"CK","AAGA","Agaricia","agaricites",70,NA,50,10995.5742875643,"Coral City"
"263",263,"1999",NA,NA,"Coral City",9,7,"CK","PAST","Porites","astreoides",15,NA,2,94.2477796076938,"Coral City"
"264",264,"1999",NA,NA,"Coral City",9,7,"CK","OFAV","Orbicella","faveolata",25,NA,10,785.398163397448,"Coral City"
"265",265,"1999",NA,NA,"Coral City",9,7,"CK","SSID","Siderastrea","siderea",25,NA,10,785.398163397448,"Coral City"
"266",266,"1999",NA,NA,"Coral City",9,7,"CK","OANN","Orbicella","annularis",45,NA,48,6785.84013175395,"Coral City"
"267",267,"1999",NA,NA,"Coral City",9.8,8,"CH","OANN","Orbicella","annularis",50,NA,50,7853.98163397448,"Coral City"
"268",268,"1999",NA,NA,"Coral City",9.8,8,"CH","OANN","Orbicella","annularis",45,NA,50,7068.58347057703,"Coral City"
"269",269,"1999",NA,NA,"Coral City",9.8,8,"CH","OANN","Orbicella","annularis",90,NA,30,8482.30016469244,"Coral City"
"270",270,"1999",NA,NA,"Coral City",9.8,8,"CH","OFRA","Orbicella","franksi",100,NA,130,40840.7044966673,"Coral City"
"271",271,"1999",NA,NA,"Coral City",9.8,8,"CH","PSTR","Pseudodiploria","strigosa",35,NA,25,2748.89357189107,"Coral City"
"272",272,"1999",NA,NA,"Coral City",9.8,8,"CH","DLAB","Diploria","labyrinthiformis",30,NA,20,1884.95559215388,"Coral City"
"273",273,"1999",NA,NA,"Coral City",9.8,8,"CH","SSID","Siderastrea","siderea",40,NA,25,3141.59265358979,"Coral City"
"274",274,"1999",NA,NA,"Coral City",9.8,8,"CH","OANN","Orbicella","annularis",55,NA,20,3455.75191894877,"Coral City"
"275",275,"1999",NA,NA,"Coral City",9.8,8,"CH","OFAV","Orbicella","faveolata",40,NA,10,1256.63706143592,"Coral City"
"276",276,"1999",NA,NA,"Coral City",9.8,8,"CH","MCAV","Montastraea","cavernosa",30,NA,30,2827.43338823081,"Coral City"
"277",277,"1999",NA,NA,"Coral City",9.8,8,"CH","SSID","Siderastrea","siderea",30,NA,15,1413.71669411541,"Coral City"
"278",278,"1999",NA,NA,"Coral City",10,8,"CH","OANN","Orbicella","annularis",30,NA,20,1884.95559215388,"Coral City"
"279",279,"1999",NA,NA,"Coral City",9.8,9,"CH","PSTR","Pseudodiploria","strigosa",80,NA,10,2513.27412287183,"Coral City"
"280",280,"1999",NA,NA,"Coral City",9.8,9,"CH","MILL","Millepora",NA,20,NA,40,2513.27412287183,"Coral City"
"281",281,"1999",NA,NA,"Coral City",9.8,9,"CH","AAGA","Agaricia","agaricites",15,NA,5,235.619449019234,"Coral City"
"282",282,"1999",NA,NA,"Coral City",9.8,9,"CH","OFAV","Orbicella","faveolata",60,NA,20,3769.91118430775,"Coral City"
"283",283,"1999",NA,NA,"Coral City",9.8,9,"CH","OANN","Orbicella","annularis",40,NA,40,5026.54824574367,"Coral City"
"284",284,"1999",NA,NA,"Coral City",9.8,9,"CH","AAGA","Agaricia","agaricites",25,NA,30,2356.19449019234,"Coral City"
"285",285,"1999",NA,NA,"Coral City",9.8,9,"CH","OANN","Orbicella","annularis",70,NA,40,8796.45943005142,"Coral City"
"286",286,"1999",NA,NA,"Coral City",9.8,9,"CH","OFAV","Orbicella","faveolata",35,NA,15,1649.33614313464,"Coral City"
"287",287,"1999",NA,NA,"Coral City",10,9,"CH","PSTR","Pseudodiploria","strigosa",5,NA,30,471.238898038469,"Coral City"
"288",288,"1999",NA,NA,"Coral City",10,10,"CH","AAGA","Agaricia","agaricites",25,NA,30,2356.19449019234,"Coral City"
"289",289,"1999",NA,NA,"Coral City",10,10,"CH","MILL","Millepora",NA,30,NA,20,1884.95559215388,"Coral City"
"290",290,"1999",NA,NA,"Coral City",10,10,"CH","AAGA","Agaricia","agaricites",20,NA,30,1884.95559215388,"Coral City"
"291",291,"1999",NA,NA,"Coral City",10,10,"CH","OFAV","Orbicella","faveolata",55,NA,30,5183.62787842316,"Coral City"
"292",292,"1999",NA,NA,"Coral City",10,10,"CH","DLAB","Diploria","labyrinthiformis",35,NA,15,1649.33614313464,"Coral City"
"293",293,"1999",NA,NA,"Coral City",10,10,"CH","DLAB","Diploria","labyrinthiformis",40,NA,25,3141.59265358979,"Coral City"
"294",294,"1999",NA,NA,"Coral City",10,10,"CH","OFAV","Orbicella","faveolata",65,NA,50,10210.1761241668,"Coral City"
"295",295,"1999",NA,NA,"Coral City",10,10,"CH","OFAV","Orbicella","faveolata",40,NA,30,3769.91118430775,"Coral City"
"296",296,"1999",NA,NA,"Coral City",10,10,"CH","PPOR","Porites","porites",50,NA,30,4712.38898038469,"Coral City"
"297",297,"1999",NA,NA,"Coral City",10,10,"CH","OANN","Orbicella","annularis",45,NA,30,4241.15008234622,"Coral City"
"298",298,"1999",NA,NA,"Coral City",10,10,"CH","OFAV","Orbicella","faveolata",30,NA,40,3769.91118430775,"Coral City"
"299",299,"1999",NA,NA,"Coral City",10.7,10,"CH","OANN","Orbicella","annularis",45,NA,35,4948.00842940392,"Coral City"
"300",300,"1999",NA,NA,"Coral City",10.7,11,"JH","OANN","Orbicella","annularis",30,NA,35,3298.67228626928,"Coral City"
"301",301,"1999",NA,NA,"Coral City",10.7,11,"JH","OFAV","Orbicella","faveolata",70,NA,70,15393.80400259,"Coral City"
"302",302,"1999",NA,NA,"Coral City",10.7,11,"JH","PSTR","Pseudodiploria","strigosa",40,NA,38,4775.22083345649,"Coral City"
"303",303,"1999",NA,NA,"Coral City",10.7,11,"JH","PSTR","Pseudodiploria","strigosa",40,NA,18,2261.94671058465,"Coral City"
"304",304,"1999",NA,NA,"Coral City",10.7,11,"JH","OANN","Orbicella","annularis",32,NA,30,3015.9289474462,"Coral City"
"305",305,"1999",NA,NA,"Coral City",10.7,11,"JH","OANN","Orbicella","annularis",30,NA,42,3958.40674352314,"Coral City"
"306",306,"1999",NA,NA,"Coral City",10.7,11,"JH","PSTR","Pseudodiploria","strigosa",3,NA,24,226.194671058465,"Coral City"
"307",307,"1999",NA,NA,"Coral City",10.7,11,"JH","PAST","Porites","astreoides",25,NA,18,1413.71669411541,"Coral City"
"308",308,"1999",NA,NA,"Coral City",10.7,11,"RG","OFRA","Orbicella","franksi",60,NA,30,5654.86677646163,"Coral City"
"309",309,"1999",NA,NA,"Coral City",10.7,11,"RG","OFRA","Orbicella","franksi",70,NA,60,13194.6891450771,"Coral City"
"310",310,"1999",NA,NA,"Coral City",10.7,11,"RG","PPOR","Porites","porites",50,NA,30,4712.38898038469,"Coral City"
"311",311,"1999",NA,NA,"Coral City",10.7,11,"RG","AAGA","Agaricia","agaricites",20,NA,5,314.159265358979,"Coral City"
"312",312,"1999",NA,NA,"Coral City",10.7,11,"RG","APAL","Acropora","palmata",40,NA,60,7539.8223686155,"Coral City"
"313",313,"1999",NA,NA,"Coral City",10.7,11,"RG","DLAB","Diploria","labyrinthiformis",20,NA,5,314.159265358979,"Coral City"
"314",314,"1999",NA,NA,"Coral City",10.7,11,"RG","OFRA","Orbicella","franksi",35,NA,5,549.778714378214,"Coral City"
"315",315,"1999",NA,NA,"Coral City",10,11,"RG","OANN","Orbicella","annularis",40,NA,30,3769.91118430775,"Coral City"
"316",316,"1999",NA,NA,"Coral City",9,12,"RG","PSTR","Pseudodiploria","strigosa",30,NA,25,2356.19449019234,"Coral City"
"317",317,"1999",NA,NA,"Coral City",9,12,"RG","OANN","Orbicella","annularis",40,NA,20,2513.27412287183,"Coral City"
"318",318,"1999",NA,NA,"Coral City",9,12,"RG","MCAV","Montastraea","cavernosa",30,NA,5,471.238898038469,"Coral City"
"319",319,"1999",NA,NA,"Coral City",9,12,"RG","PSTR","Pseudodiploria","strigosa",30,NA,20,1884.95559215388,"Coral City"
"320",320,"1999",NA,NA,"Coral City",9,12,"RG","SSID","Siderastrea","siderea",35,NA,15,1649.33614313464,"Coral City"
"321",321,"1999",NA,NA,"Coral City",9,12,"RG","DLAB","Diploria","labyrinthiformis",20,NA,10,628.318530717959,"Coral City"
"322",322,"1999",NA,NA,"Coral City",9,12,"RG","PSTR","Pseudodiploria","strigosa",30,NA,10,942.477796076938,"Coral City"
"323",323,"1999",NA,NA,"Coral City",10,12,"RG","OANN","Orbicella","annularis",20,NA,10,628.318530717959,"Coral City"
"324",324,"1999",NA,NA,"Coral City",10,13,"RG","PSTR","Pseudodiploria","strigosa",20,NA,5,314.159265358979,"Coral City"
"325",325,"1999",NA,NA,"Coral City",10,13,"RG","MCAV","Montastraea","cavernosa",15,NA,20,942.477796076938,"Coral City"
"326",326,"1999",NA,NA,"Coral City",10,13,"RG","PPOR","Porites","porites",30,NA,20,1884.95559215388,"Coral City"
"327",327,"1999",NA,NA,"Coral City",10,13,"RG","MCAV","Montastraea","cavernosa",20,NA,10,628.318530717959,"Coral City"
"328",328,"1999",NA,NA,"Coral City",10,13,"RG","MCAV","Montastraea","cavernosa",20,NA,20,1256.63706143592,"Coral City"
"329",329,"1999",NA,NA,"Coral City",10,13,"RG","PSTR","Pseudodiploria","strigosa",30,NA,20,1884.95559215388,"Coral City"
"330",330,"1999",NA,NA,"Coral City",10,13,"RG","SSID","Siderastrea","siderea",30,NA,20,1884.95559215388,"Coral City"
"331",331,"1999",NA,NA,"Coral City",10,13,"RG","SSID","Siderastrea","siderea",20,NA,10,628.318530717959,"Coral City"
"332",332,"1999",NA,NA,"Coral City",10,13,"RG","OFAV","Orbicella","faveolata",20,NA,10,628.318530717959,"Coral City"
"333",333,"1999",NA,NA,"Coral City",10,13,"RG","OANN","Orbicella","annularis",30,NA,20,1884.95559215388,"Coral City"
"334",334,"1999",NA,NA,"Coral City",10,13,"RG","OFAV","Orbicella","faveolata",50,NA,30,4712.38898038469,"Coral City"
"335",335,"1999",NA,NA,"Coral City",10,13,"RG","OFAV","Orbicella","faveolata",40,NA,30,3769.91118430775,"Coral City"
"336",336,"1999",NA,NA,"Coral City",10,13,"RG","AAGA","Agaricia","agaricites",20,NA,20,1256.63706143592,"Coral City"
"337",337,"1999",NA,NA,"Coral City",10,14,"RG","OANN","Orbicella","annularis",10,NA,10,314.159265358979,"Coral City"
"338",338,"1999",NA,NA,"Coral City",10,14,"RG","MCAV","Montastraea","cavernosa",10,NA,20,628.318530717959,"Coral City"
"339",339,"1999",NA,NA,"Coral City",10,14,"RG","SSID","Siderastrea","siderea",20,NA,10,628.318530717959,"Coral City"
"340",340,"1999",NA,NA,"Coral City",10,14,"RG","SSID","Siderastrea","siderea",20,NA,10,628.318530717959,"Coral City"
"341",341,"1999",NA,NA,"Coral City",10,14,"RG","PSTR","Pseudodiploria","strigosa",20,NA,10,628.318530717959,"Coral City"
"342",342,"1999",NA,NA,"Coral City",10,14,"RG","AAGA","Agaricia","agaricites",30,NA,20,1884.95559215388,"Coral City"
"343",343,"1999",NA,NA,"Coral City",10,14,"RG","OANN","Orbicella","annularis",40,NA,20,2513.27412287183,"Coral City"
"344",344,"1999",NA,NA,"Coral City",10,14,"RG","PPOR","Porites","porites",20,NA,20,1256.63706143592,"Coral City"
"345",345,"1999",NA,NA,"Coral City",10,14,"RG","OFRA","Orbicella","franksi",20,NA,20,1256.63706143592,"Coral City"
"346",346,"1999",NA,NA,"Coral City",10,14,"RG","OFAV","Orbicella","faveolata",50,NA,10,1570.7963267949,"Coral City"
"347",347,"1999",NA,NA,"Coral City",10,14,"RG","MILL","Millepora",NA,10,NA,40,1256.63706143592,"Coral City"
"348",348,"1999",NA,NA,"Coral City",10.7,14,"RG","OFAV","Orbicella","faveolata",20,NA,10,628.318530717959,"Coral City"
"349",349,"1999",NA,NA,"Mixing Bowl",13,1,"JH","PAST","Porites","astreoides",12,NA,9,339.292006587698,"Sailfin Miniwall"
"350",350,"1999",NA,NA,"Mixing Bowl",13,1,"JH","OFAV","Orbicella","faveolata",23,NA,30,2167.69893097696,"Sailfin Miniwall"
"351",351,"1999",NA,NA,"Mixing Bowl",13,1,"JH","AAGA","Agaricia","agaricites",20,NA,13,816.814089933346,"Sailfin Miniwall"
"352",352,"1999",NA,NA,"Mixing Bowl",13,1,"JH","OFAV","Orbicella","faveolata",43,NA,22,2971.94665029594,"Sailfin Miniwall"
"353",353,"1999",NA,NA,"Mixing Bowl",13,1,"JH","AAGA","Agaricia","agaricites",20,NA,28,1759.29188601028,"Sailfin Miniwall"
"354",354,"1999",NA,NA,"Mixing Bowl",13,1,"JH","AAGA","Agaricia","agaricites",33,NA,28,2902.83161191697,"Sailfin Miniwall"
"355",355,"1999",NA,NA,"Mixing Bowl",13,1,"JH","OFAV","Orbicella","faveolata",50,NA,25,3926.99081698724,"Sailfin Miniwall"
"356",356,"1999",NA,NA,"Mixing Bowl",13,1,"JH","PSTR","Pseudodiploria","strigosa",30,NA,17,1602.21225333079,"Sailfin Miniwall"
"357",357,"1999",NA,NA,"Mixing Bowl",13,1,"JH","AAGA","Agaricia","agaricites",62,NA,44,8570.26475899295,"Sailfin Miniwall"
"358",358,"1999",NA,NA,"Mixing Bowl",13,1,"JH","OFAV","Orbicella","faveolata",62,NA,52,10128.4947151735,"Sailfin Miniwall"
"359",359,"1999",NA,NA,"Mixing Bowl",13,1,"JH","OFAV","Orbicella","faveolata",31,NA,22,2142.56618974824,"Sailfin Miniwall"
"360",360,"1999",NA,NA,"Mixing Bowl",13,1,"JH","AAGA","Agaricia","agaricites",13,NA,13,530.929158456675,"Sailfin Miniwall"
"361",361,"1999",NA,NA,"Mixing Bowl",13,2,"JH","SSID","Siderastrea","siderea",32,NA,30,3015.9289474462,"Sailfin Miniwall"
"362",362,"1999",NA,NA,"Mixing Bowl",13,2,"JH","AAGA","Agaricia","agaricites",21,NA,17,1121.54857733156,"Sailfin Miniwall"
"363",363,"1999",NA,NA,"Mixing Bowl",13,2,"JH","AAGA","Agaricia","agaricites",39,NA,42,5145.92876658008,"Sailfin Miniwall"
"364",364,"1999",NA,NA,"Mixing Bowl",13,2,"JH","AAGA","Agaricia","agaricites",37,NA,43,4998.27391186136,"Sailfin Miniwall"
"365",365,"1999",NA,NA,"Mixing Bowl",13,2,"JH","OFAV","Orbicella","faveolata",100,NA,150,47123.8898038469,"Sailfin Miniwall"
"366",366,"1999",NA,NA,"Mixing Bowl",13,2,"JH","DLAB","Diploria","labyrinthiformis",50,NA,35,5497.78714378214,"Sailfin Miniwall"
"367",367,"1999",NA,NA,"Mixing Bowl",13,2,"JH","AAGA","Agaricia","agaricites",18,NA,18,1017.87601976309,"Sailfin Miniwall"
"368",368,"1999",NA,NA,"Mixing Bowl",13,2,"JH","AAGA","Agaricia","agaricites",19,NA,9,537.212343763855,"Sailfin Miniwall"
"369",369,"1999",NA,NA,"Mixing Bowl",13,2,"JH","OFAV","Orbicella","faveolata",88,NA,52,14375.9279828269,"Sailfin Miniwall"
"370",370,"1999",NA,NA,"Mixing Bowl",13,2,"JH","AAGA","Agaricia","agaricites",28,NA,12,1055.57513160617,"Sailfin Miniwall"
"371",371,"1999",NA,NA,"Mixing Bowl",13,2,"JH","OANN","Orbicella","annularis",23,NA,30,2167.69893097696,"Sailfin Miniwall"
"372",372,"1999",NA,NA,"Mixing Bowl",12,3,"CH","OFRA","Orbicella","franksi",45,NA,40,5654.86677646163,"Sailfin Miniwall"
"373",373,"1999",NA,NA,"Mixing Bowl",12,3,"CH","MCAV","Montastraea","cavernosa",50,NA,55,8639.37979737193,"Sailfin Miniwall"
