"","X","date","year","month","day","site","mpa","observer","transect","common_name","sizeclass","count","fish_spp","common_family","foodweb","a","b","biomass","density","Site_Name"
"137",137,"","2018",NA,NA,"Joy's Joy","Outside",NA,4,"Saucereye Porgy",50,1,"Calamus calamus","Porgy","Carnivore",0.0288,2.89,2341.07755,0.033333333,"Joy's Joy"
"138",138,"","2014",NA,NA,"Grundy's Gardens","Inside ",NA,8,"French angelfish",20,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,695.46433,0.066666667,"Grundy's Gardens"
"139",139,"","1999",NA,NA,"Blacktip Tunnels","Outside",NA,1,"French Angelfish",10,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,44.68853,0.033333333,"Blacktip Blvd."
"140",140,"","1999",NA,NA,"Coral City","Outside",NA,2,"French Angelfish",5,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,5.74311,0.033333333,"Coral City"
"141",141,"","1999",NA,NA,"Coral City","Outside",NA,6,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Coral City"
"142",142,"","1999",NA,NA,"Coral City","Outside",NA,9,"French Angelfish",5,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,11.48622,0.066666667,"Coral City"
"143",143,"","1999",NA,NA,"Coral City","Outside",NA,9,"French Angelfish",10,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,44.68853,0.033333333,"Coral City"
"144",144,"","1999",NA,NA,"Coral City","Outside",NA,9,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Coral City"
"145",145,"","1999",NA,NA,"Coral City","Outside",NA,10,"French Angelfish",10,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,44.68853,0.033333333,"Coral City"
"146",146,"","1999",NA,NA,"Coral City","Outside",NA,10,"French Angelfish",20,3,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,1043.1965,0.1,"Coral City"
"147",147,"","1999",NA,NA,"Coral City","Outside",NA,11,"French Angelfish",10,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,44.68853,0.033333333,"Coral City"
"148",148,"","1999",NA,NA,"Grundy's Gardens","Inside ",NA,7,"French Angelfish",5,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,5.74311,0.033333333,"Grundy's Gardens"
"149",149,"","1999",NA,NA,"Grundy's Gardens","Inside ",NA,8,"French Angelfish",5,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,5.74311,0.033333333,"Grundy's Gardens"
"150",150,"","1999",NA,NA,"Grundy's Gardens","Inside ",NA,10,"French Angelfish",5,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,5.74311,0.033333333,"Grundy's Gardens"
"151",151,"","1999",NA,NA,"Jigsaw","Outside",NA,1,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Jigsaw Puzzle"
"152",152,"","1999",NA,NA,"Jigsaw","Outside",NA,1,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Jigsaw Puzzle"
"153",153,"","1999",NA,NA,"Jigsaw","Outside",NA,1,"French Angelfish",30,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,1154.7155,0.033333333,"Jigsaw Puzzle"
"154",154,"","1999",NA,NA,"Jigsaw","Outside",NA,2,"French Angelfish",5,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,5.74311,0.033333333,"Jigsaw Puzzle"
"155",155,"","1999",NA,NA,"Jigsaw","Outside",NA,2,"French Angelfish",10,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,44.68853,0.033333333,"Jigsaw Puzzle"
"156",156,"","1999",NA,NA,"Jigsaw","Outside",NA,2,"French Angelfish",20,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,695.46433,0.066666667,"Jigsaw Puzzle"
"157",157,"","1999",NA,NA,"Joy's Joy","Outside",NA,10,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Joy's Joy"
"158",158,"","1999",NA,NA,"Meadows","Inside ",NA,8,"French Angelfish",5,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,5.74311,0.033333333,"The Meadows"
"159",159,"","1999",NA,NA,"Mixing Bowl","Inside ",NA,6,"French Angelfish",5,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,11.48622,0.066666667,"Sailfin Miniwall"
"160",160,"","1999",NA,NA,"Mixing Bowl","Inside ",NA,8,"French Angelfish",10,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,44.68853,0.033333333,"Sailfin Miniwall"
"161",161,"","1999",NA,NA,"Mixing Bowl","Inside ",NA,9,"French Angelfish",5,2,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,11.48622,0.066666667,"Sailfin Miniwall"
"162",162,"","1999",NA,NA,"Nancy's","Inside ",NA,6,"French Angelfish",30,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,1154.7155,0.033333333,"Paul's Anchor"
"163",163,"","1999",NA,NA,"Nancy's","Inside ",NA,10,"French Angelfish",5,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,5.74311,0.033333333,"Paul's Anchor"
"164",164,"","1999",NA,NA,"Nancy's","Inside ",NA,10,"French Angelfish",30,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,1154.7155,0.033333333,"Paul's Anchor"
"165",165,"","1999",NA,NA,"Pauls Anchors","Inside ",NA,8,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Paul's Anchor"
"166",166,"","1999",NA,NA,"Pauls Anchors","Inside ",NA,9,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Paul's Anchor"
"167",167,"","1999",NA,NA,"Sailfin","Outside",NA,1,"French Angelfish",10,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,44.68853,0.033333333,"Sailfin Reef"
"168",168,"","1999",NA,NA,"Sailfin","Outside",NA,6,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Sailfin Reef"
"169",169,"","1999",NA,NA,"West Point","Outside",NA,3,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"West Point"
"170",170,"","2006",NA,NA,"Nancy's","Inside ",NA,9,"French Angelfish",40,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2705.7873,0.033333333,"Paul's Anchor"
"171",171,"","2006",NA,NA,"Snapshot","Outside",NA,4,"French Angelfish",30,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,1154.7155,0.033333333,"Snap Shot"
"172",172,"","2009",NA,NA,"Coral City","Outside",NA,9,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Coral City"
"173",173,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,2,"French Angelfish",10,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,44.68853,0.033333333,"Paul's Anchor"
"174",174,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,3,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Paul's Anchor"
"175",175,"","2009",NA,NA,"Snapshot","Outside",NA,2,"French Angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Snap Shot"
"176",176,"","2009",NA,NA,"Snapshot","Outside",NA,2,"French Angelfish",30,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,1154.7155,0.033333333,"Snap Shot"
"177",177,"","2009",NA,NA,"Snapshot","Outside",NA,3,"French Angelfish",30,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,1154.7155,0.033333333,"Snap Shot"
"178",178,"6/2/12","2012",NA,NA,"Grundy's Gardens","Inside ",NA,5,"French Angelfish",40,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2705.7873,0.033333333,"Grundy's Gardens"
"179",179,"","2012",NA,NA,"West Point","Outside",NA,2,"French Angelfish",40,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2705.7873,0.033333333,"West Point"
"180",180,"6/11/13","2013",NA,NA,"Joy's Joy","Outside",NA,2,"French Angelfish",40,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2705.7873,0.033333333,"Joy's Joy"
"181",181,"6/13/13","2013",NA,NA,"Mixing Bowl","Inside ",NA,5,"French Angelfish",40,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2705.7873,0.033333333,"Sailfin Miniwall"
"182",182,"6/13/13","2013",NA,NA,"Mixing Bowl","Inside ",NA,8,"French Angelfish",40,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,2705.7873,0.033333333,"Sailfin Miniwall"
"183",183,"","2014",NA,NA,"Jigsaw","Outside",NA,8,"French angelfish",30,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,1154.7155,0.033333333,"Jigsaw Puzzle"
"184",184,"","2014",NA,NA,"Joy's Joy","Outside",NA,10,"French angelfish",20,1,"Pomacanthus paru","Angelfish","Omnivore",0.049,2.96,347.73217,0.033333333,"Joy's Joy"
"185",185,"","2014",NA,NA,"Sailfin","Outside",NA,8,"Gray Angelfish",10,1,"Pomacanthus arcuatus","Angelfish","Omnivore",0.03548,2.9,28.18277,0.033333333,"Sailfin Reef"
"186",186,"","2006",NA,NA,"Mixing Bowl","Inside ",NA,8,"Gray Angelfish",40,1,"Pomacanthus arcuatus","Angelfish","Omnivore",0.03548,2.9,1570.20945,0.033333333,"Sailfin Miniwall"
"187",187,"","2006",NA,NA,"West Point","Outside",NA,9,"Gray Angelfish",40,1,"Pomacanthus arcuatus","Angelfish","Omnivore",0.03548,2.9,1570.20945,0.033333333,"West Point"
"188",188,"","2007",NA,NA,"Joy's Joy","Outside",NA,2,"Gray Angelfish",40,1,"Pomacanthus arcuatus","Angelfish","Omnivore",0.03548,2.9,1570.20945,0.033333333,"Joy's Joy"
"189",189,"","2007",NA,NA,"Nancy's","Inside ",NA,6,"Gray Angelfish",50,1,"Pomacanthus arcuatus","Angelfish","Omnivore",0.03548,2.9,2999.1392,0.033333333,"Paul's Anchor"
"190",190,"","2014",NA,NA,"Meadows","Inside ",NA,6,"Queen angelfish",40,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1361.10602,0.033333333,"The Meadows"
"191",191,"","2014",NA,NA,"Meadows","Inside ",NA,6,"Queen angelfish",40,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1361.10602,0.033333333,"The Meadows"
"192",192,"","2014",NA,NA,"Snapshot","Outside",NA,9,"Queen angelfish",20,2,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,369.79034,0.066666667,"Snap Shot"
"193",193,"","1999",NA,NA,"Grundy's Gardens","Inside ",NA,2,"Queen Angelfish",40,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1361.10602,0.033333333,"Grundy's Gardens"
"194",194,"","1999",NA,NA,"Joy's Joy","Outside",NA,14,"Queen Angelfish",50,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,2588.16997,0.033333333,"Joy's Joy"
"195",195,"","1999",NA,NA,"Meadows","Inside ",NA,8,"Queen Angelfish",30,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,594.38576,0.033333333,"The Meadows"
"196",196,"","1999",NA,NA,"Mixing Bowl","Inside ",NA,7,"Queen Angelfish",50,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,2588.16997,0.033333333,"Sailfin Miniwall"
"197",197,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,4,"Queen Angelfish",50,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,2588.16997,0.033333333,"Grundy's Gardens"
"198",198,"","2009",NA,NA,"Jigsaw","Outside",NA,1,"Queen Angelfish",30,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,594.38576,0.033333333,"Jigsaw Puzzle"
"199",199,"","2009",NA,NA,"Meadows","Inside ",NA,7,"Queen Angelfish",30,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,594.38576,0.033333333,"The Meadows"
"200",200,"","2009",NA,NA,"Meadows","Inside ",NA,7,"Queen Angelfish",40,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1361.10602,0.033333333,"The Meadows"
"201",201,"","2009",NA,NA,"Sailfin","Outside",NA,2,"Queen Angelfish",40,1,"Holacanthus ciliaris","Angelfish","Omnivore",0.03311,2.88,1361.10602,0.033333333,"Sailfin Reef"
"202",202,"","2014",NA,NA,"Mixing Bowl","Inside ",NA,9,"Rock beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Sailfin Miniwall"
"203",203,"","2014",NA,NA,"Sailfin","Outside",NA,1,"Rock beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Sailfin Reef"
"204",204,"6/11/14","2014",NA,NA,"Sailfin","Outside",NA,2,"Rock beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Sailfin Reef"
"205",205,"6/11/14","2014",NA,NA,"Snapshot","Outside",NA,4,"Rock beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Snap Shot"
"206",206,"","2014",NA,NA,"West Point","Outside",NA,5,"Rock beauty Angelfish",10,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,29.50041,0.033333333,"West Point"
"207",207,"7/24/15","2015",NA,NA,"Coral City","Outside",NA,8,"Rock beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Coral City"
"208",208,"7/9/15","2015",NA,NA,"Grundy's Gardens","Inside ",NA,3,"Rock beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Grundy's Gardens"
"209",209,"","1999",NA,NA,"Coral City","Outside",NA,4,"Rock Beauty Angelfish",40,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,1761.59054,0.033333333,"Coral City"
"210",210,"","1999",NA,NA,"Coral City","Outside",NA,11,"Rock Beauty Angelfish",30,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,753.93811,0.033333333,"Coral City"
"211",211,"","1999",NA,NA,"Lucas Ledge","Outside",NA,1,"Rock Beauty Angelfish",30,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,753.93811,0.033333333,"Luca's Ledges"
"212",212,"","1999",NA,NA,"Lucas Ledge","Outside",NA,7,"Rock Beauty Angelfish",30,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,753.93811,0.033333333,"Luca's Ledges"
"213",213,"","1999",NA,NA,"Mixing Bowl","Inside ",NA,7,"Rock Beauty Angelfish",40,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,1761.59054,0.033333333,"Sailfin Miniwall"
"214",214,"","1999",NA,NA,"West Point","Outside",NA,4,"Rock Beauty Angelfish",40,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,1761.59054,0.033333333,"West Point"
"215",215,"","2006",NA,NA,"Jigsaw","Outside",NA,1,"Rock Beauty Angelfish",30,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,753.93811,0.033333333,"Jigsaw Puzzle"
"216",216,"","2006",NA,NA,"Jigsaw","Outside",NA,6,"Rock Beauty Angelfish",20,2,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,455.92822,0.066666667,"Jigsaw Puzzle"
"217",217,"","2006",NA,NA,"Jigsaw","Outside",NA,7,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Jigsaw Puzzle"
"218",218,"","2006",NA,NA,"Jigsaw","Outside",NA,8,"Rock Beauty Angelfish",10,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,29.50041,0.033333333,"Jigsaw Puzzle"
"219",219,"","2006",NA,NA,"Jigsaw","Outside",NA,8,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Jigsaw Puzzle"
"220",220,"","2006",NA,NA,"Jigsaw","Outside",NA,10,"Rock Beauty Angelfish",10,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,29.50041,0.033333333,"Jigsaw Puzzle"
"221",221,"","2006",NA,NA,"Jigsaw","Outside",NA,10,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Jigsaw Puzzle"
"222",222,"","2006",NA,NA,"Joy's Joy","Outside",NA,8,"Rock Beauty Angelfish",10,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,29.50041,0.033333333,"Joy's Joy"
"223",223,"","2006",NA,NA,"Joy's Joy","Outside",NA,8,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Joy's Joy"
"224",224,"","2006",NA,NA,"Meadows","Inside ",NA,6,"Rock Beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"The Meadows"
"225",225,"","2006",NA,NA,"Pauls Anchors","Inside ",NA,5,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Paul's Anchor"
"226",226,"","2006",NA,NA,"Pauls Anchors","Inside ",NA,7,"Rock Beauty Angelfish",20,2,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,455.92822,0.066666667,"Paul's Anchor"
"227",227,"","2006",NA,NA,"Sailfin","Outside",NA,3,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Sailfin Reef"
"228",228,"","2006",NA,NA,"Sailfin","Outside",NA,6,"Rock Beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Sailfin Reef"
"229",229,"","2006",NA,NA,"Sailfin","Outside",NA,6,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Sailfin Reef"
"230",230,"","2006",NA,NA,"Sailfin","Outside",NA,9,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Sailfin Reef"
"231",231,"","2006",NA,NA,"Sailfin","Outside",NA,10,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Sailfin Reef"
"232",232,"","2006",NA,NA,"Snapshot","Outside",NA,9,"Rock Beauty Angelfish",20,2,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,455.92822,0.066666667,"Snap Shot"
"233",233,"","2006",NA,NA,"West Point","Outside",NA,2,"Rock Beauty Angelfish",10,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,29.50041,0.033333333,"West Point"
"234",234,"","2007",NA,NA,"Blacktip Tunnels","Outside",NA,3,"Rock Beauty Angelfish",10,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,29.50041,0.033333333,"Blacktip Blvd."
"235",235,"","2007",NA,NA,"Blacktip Tunnels","Outside",NA,4,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Blacktip Blvd."
"236",236,"","2007",NA,NA,"Blacktip Tunnels","Outside",NA,7,"Rock Beauty Angelfish",10,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,29.50041,0.033333333,"Blacktip Blvd."
"237",237,"","2007",NA,NA,"Blacktip Tunnels","Outside",NA,10,"Rock Beauty Angelfish",30,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,753.93811,0.033333333,"Blacktip Blvd."
"238",238,"","2007",NA,NA,"Coral City","Outside",NA,4,"Rock Beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Coral City"
"239",239,"","2007",NA,NA,"Jigsaw","Outside",NA,7,"Rock Beauty Angelfish",10,2,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,59.00081,0.066666667,"Jigsaw Puzzle"
"240",240,"","2007",NA,NA,"Lucas Ledge","Outside",NA,10,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Luca's Ledges"
"241",241,"","2007",NA,NA,"Pauls Anchors","Inside ",NA,4,"Rock Beauty Angelfish",30,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,753.93811,0.033333333,"Paul's Anchor"
"242",242,"","2007",NA,NA,"Pauls Anchors","Inside ",NA,5,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Paul's Anchor"
"243",243,"","2007",NA,NA,"Sailfin","Outside",NA,3,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Sailfin Reef"
"244",244,"","2007",NA,NA,"Sailfin","Outside",NA,4,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Sailfin Reef"
"245",245,"","2007",NA,NA,"West Point","Outside",NA,2,"Rock Beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"West Point"
"246",246,"","2007",NA,NA,"West Point","Outside",NA,4,"Rock Beauty Angelfish",10,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,29.50041,0.033333333,"West Point"
"247",247,"","2007",NA,NA,"West Point","Outside",NA,4,"Rock Beauty Angelfish",30,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,753.93811,0.033333333,"West Point"
"248",248,"","2007",NA,NA,"West Point","Outside",NA,5,"Rock Beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"West Point"
"249",249,"","2007",NA,NA,"West Point","Outside",NA,6,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"West Point"
"250",250,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Rock Beauty Angelfish",40,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,1761.59054,0.033333333,"Grundy's Gardens"
"251",251,"","2009",NA,NA,"West Point","Outside",NA,9,"Rock Beauty Angelfish",40,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,1761.59054,0.033333333,"West Point"
"252",252,"","2009",NA,NA,"West Point","Outside",NA,9,"Rock Beauty Angelfish",40,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,1761.59054,0.033333333,"West Point"
"253",253,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,2,"Rock Beauty Angelfish",20,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,227.96411,0.033333333,"Coral City"
"254",254,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,10,"Rock Beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Coral City"
"255",255,"6/2/12","2012",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Rock Beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Grundy's Gardens"
"256",256,"5/28/12","2012",NA,NA,"ICON","Inside ",NA,9,"Rock Beauty Angelfish",5,2,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,7.63518,0.066666667,"Icon"
"257",257,"","2012",NA,NA,"Jigsaw","Outside",NA,2,"Rock Beauty Angelfish",5,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,3.81759,0.033333333,"Jigsaw Puzzle"
"258",258,"","2012",NA,NA,"Jigsaw","Outside",NA,2,"Rock Beauty Angelfish",10,1,"Holacanthus tricolor","Angelfish","Omnivore",0.0331,2.95,29.50041,0.033333333,"Jigsaw Puzzle"
